"","period","group","parameter","0.1","0.5","0.9"
"29","2000, 2015","South America","arr",1.18168067380055,1.57664592595777,1.92908459160822
"30","2000, 2015","South America","percent_change_in_mmr",16.2431393665295,21.0611660960657,25.1259402776248
"31","2000, 2015","South-Eastern Asia","arr",1.58797017411687,2.96787827905169,4.03019066955197
"32","2000, 2015","South-Eastern Asia","percent_change_in_mmr",21.1951396082978,35.9292177426643,45.3668090286398
"33","2000, 2015","Southern Africa","arr",0.371811115808493,1.18040551859016,2.04930939857834
"34","2000, 2015","Southern Africa","percent_change_in_mmr",5.4244941931161,16.227116715098,26.4640960397705
"35","2000, 2015","Southern Asia","arr",5.09211494300455,5.9997411840539,6.88946175842543
"36","2000, 2015","Southern Asia","percent_change_in_mmr",53.4115365721878,59.341455594628,64.421165580322
"37","2000, 2015","Southern Europe","arr",1.94044097705859,2.60444773382698,3.2578367675047
"38","2000, 2015","Southern Europe","percent_change_in_mmr",25.2533763659942,32.339467873736,38.6561653239752
"39","2000, 2015","Western Africa","arr",-0.967592938857353,1.12477866643303,2.12153181366593
"40","2000, 2015","Western Africa","percent_change_in_mmr",-15.6200204599795,15.5251888216851,27.2564373267371
"41","2000, 2015","Western Asia","arr",0.842253968075986,2.00823648572787,3.41112217150497
"42","2000, 2015","Western Asia","percent_change_in_mmr",11.86831724328,26.0096435649782,40.0505397521953
"43","2000, 2015","Western Europe","arr",1.91527382818745,2.47687408199332,2.99239848252451
"44","2000, 2015","Western Europe","percent_change_in_mmr",24.9706693001695,31.0322451919059,36.1644392153111
"45","2000, 2020","Australia/New Zealand","arr",2.67820829715526,3.58825339914001,4.53927548721508
"46","2000, 2020","Australia/New Zealand","percent_change_in_mmr",41.4706386090775,51.2102862209756,59.6611473618537
"47","2000, 2020","Caribbean","arr",-2.17537637394577,-0.145988623310152,1.09297071909759
"48","2000, 2020","Caribbean","percent_change_in_mmr",-54.5079389550291,-2.96281580525554,19.6352182378376
"49","2000, 2020","Central America","arr",-0.0716232787638216,0.630463737616755,1.4742057661475
"50","2000, 2020","Central America","percent_change_in_mmr",-1.44277474004212,11.846691699766,25.5350136317359
"51","2000, 2020","Central Asia","arr",2.6506553308397,3.73382736338794,4.75096609171205
"52","2000, 2020","Central Asia","percent_change_in_mmr",41.1472134272858,52.6103085460165,61.3333692952905
"53","2000, 2020","Eastern Africa","arr",2.95473142580918,3.86663888016168,4.59591698350463
"54","2000, 2020","Eastern Africa","percent_change_in_mmr",44.6197018808415,53.8525174530111,60.1155394040482
"55","2000, 2020","Eastern Asia","arr",3.4445812394644,4.24749138973085,5.36843766329021
"56","2000, 2020","Eastern Asia","percent_change_in_mmr",49.7880051648634,57.2370569454024,65.8254008123649
"57","2000, 2020","Eastern Europe","arr",4.72125238660588,6.10835500838376,7.33355440296897
"58","2000, 2020","Eastern Europe","percent_change_in_mmr",61.102899310961,70.5262747909965,76.9317017370377
"59","2000, 2020","Melanesia","arr",0.183303111773968,2.27491192349822,3.93913013604577
"60","2000, 2020","Melanesia","percent_change_in_mmr",3.59967578251062,36.5540853215233,54.5167463867353
"61","2000, 2020","Micronesia","arr",-1.7288552317031,0.462034224615493,2.51158382624522
"62","2000, 2020","Micronesia","percent_change_in_mmr",-41.3079059981634,8.8265853070106,39.4872902608016
"63","2000, 2020","Middle Africa","arr",0.202642343264216,1.99927563901589,3.04700410898814
"64","2000, 2020","Middle Africa","percent_change_in_mmr",3.97181542639656,32.9582831234429,45.6323468248815
"65","2000, 2020","Northern Africa","arr",2.50722881785103,4.23237328908503,5.88401747861388
"66","2000, 2020","Northern Africa","percent_change_in_mmr",39.4345604736054,57.1075624921177,69.1737469940412
"67","2000, 2020","Northern America","arr",-3.98376527163382,-2.7504136608402,-1.51153638253383
"68","2000, 2020","Northern America","percent_change_in_mmr",-121.832647382573,-73.3396420621232,-35.2976901420056
"69","2000, 2020","Northern Europe","arr",0.333664395426936,1.22866045123972,2.07503070548041
"70","2000, 2020","Northern Europe","percent_change_in_mmr",6.45549479182441,21.7868261308873,33.9663773727954
"71","2000, 2020","Polynesia","arr",-2.10996561099787,0.249358327687258,1.99170183994027
"72","2000, 2020","Polynesia","percent_change_in_mmr",-52.4998065223936,4.86484877571091,32.8566545120826
"73","2000, 2020","South America","arr",-0.648913245400191,0.103847028275913,0.77464168774488
"74","2000, 2020","South America","percent_change_in_mmr",-13.8580910700503,2.05552069548814,14.3523447191693
"75","2000, 2020","South-Eastern Asia","arr",1.37695982590543,2.70963146150083,3.71482270025001
"76","2000, 2020","South-Eastern Asia","percent_change_in_mmr",24.0725526060579,41.8373210143688,52.4298412971624
"77","2000, 2020","Southern Africa","arr",0.842614669552617,1.61565699924075,2.63035697882313
"78","2000, 2020","Southern Africa","percent_change_in_mmr",15.5088107388564,27.612126932789,40.9078086077234
"79","2000, 2020","Southern Asia","arr",4.68136850671669,5.55184849441421,6.41591462473105
"80","2000, 2020","Southern Asia","percent_change_in_mmr",60.7913849814989,67.05628539836,72.2846262720889
"81","2000, 2020","Southern Europe","arr",1.78981715831347,2.50680109730293,3.1955382897353
"82","2000, 2020","Southern Europe","percent_change_in_mmr",30.0901360476192,39.429379424625,47.2236840287836
"83","2000, 2020","Western Africa","arr",-0.884242466492308,1.19434129317295,2.11974237518798
"84","2000, 2020","Western Africa","percent_change_in_mmr",-19.3450264457674,21.248137563004,34.554239796908
"85","2000, 2020","Western Asia","arr",0.212206195732294,1.45503595385765,2.86458473608192
"86","2000, 2020","Western Asia","percent_change_in_mmr",4.15532159756929,25.2489697031363,43.6121765569539
"87","2000, 2020","Western Europe","arr",1.160955095964,1.91817106140215,2.58516845371731
"88","2000, 2020","Western Europe","percent_change_in_mmr",20.7205326738551,31.8619377656104,40.371330203877
"89","2010, 2020","Australia/New Zealand","arr",3.72849080885516,5.33650349519298,7.0882315372628
"90","2010, 2020","Australia/New Zealand","percent_change_in_mmr",31.123082550915,41.3539727357473,50.7776870393604
"91","2010, 2020","Caribbean","arr",-2.70577052910844,0.0218748331417769,2.94467475529395
"92","2010, 2020","Caribbean","percent_change_in_mmr",-31.0720788218856,0.218509251563759,25.5071825627769
"93","2010, 2020","Central America","arr",-1.68010365505075,-0.324044236492718,1.09583564786978
"94","2010, 2020","Central America","percent_change_in_mmr",-18.2948873575814,-3.29351642758379,10.3792725214786
"95","2010, 2020","Central Asia","arr",1.01903458591811,3.05873898793083,5.09022447772024
"96","2010, 2020","Central Asia","percent_change_in_mmr",9.68832502771012,26.3520514001854,39.8917117982056
"97","2010, 2020","Eastern Africa","arr",3.06523810098598,4.35044581126164,5.46903888654797
"98","2010, 2020","Eastern Africa","percent_change_in_mmr",26.3999005909403,35.2764187918122,42.1261120616025
"99","2010, 2020","Eastern Asia","arr",1.63846310471766,3.05971991928489,4.70804712108306
"100","2010, 2020","Eastern Asia","percent_change_in_mmr",15.1127511733038,26.3592755478518,37.5500465237141
"101","2010, 2020","Eastern Europe","arr",-0.385746048104588,2.47575490592595,4.92605531007446
"102","2010, 2020","Eastern Europe","percent_change_in_mmr",-3.93282646721002,21.9308712961837,38.8967731488671
"103","2010, 2020","Melanesia","arr",1.04185254289735,3.7273371345644,6.26932757263285
"104","2010, 2020","Melanesia","percent_change_in_mmr",9.89416425261992,31.1151359562562,46.5772102790235
"105","2010, 2020","Micronesia","arr",-1.53231506312513,1.44343698452459,3.93682123015316
"106","2010, 2020","Micronesia","percent_change_in_mmr",-16.5594798580509,13.4409804704725,32.5431540663173
"107","2010, 2020","Middle Africa","arr",-0.880634099800648,1.56678138250244,3.10563829732502
"108","2010, 2020","Middle Africa","percent_change_in_mmr",-9.20573861104498,14.5020789749751,26.6966451691113
"109","2010, 2020","Northern Africa","arr",0.854419062134351,3.36261267764844,5.67615347192469
"110","2010, 2020","Northern Africa","percent_change_in_mmr",8.18935068562872,28.5563542826605,43.3124370224685
"111","2010, 2020","Northern America","arr",-6.199257029093,-3.74091388936028,-1.23762205771385
"112","2010, 2020","Northern America","percent_change_in_mmr",-85.8789934506263,-45.3669993904032,-13.1746717315037
"113","2010, 2020","Northern Europe","arr",-1.43943725046093,0.263298358321558,1.91210207774952
"114","2010, 2020","Northern Europe","percent_change_in_mmr",-15.481911954062,2.598622753775,17.404105298398
"115","2010, 2020","Polynesia","arr",-3.50392013660416,-0.643373923473774,1.75595693385
"116","2010, 2020","Polynesia","percent_change_in_mmr",-41.9624070285095,-6.64521556119078,16.1042889219953
"117","2010, 2020","South America","arr",-2.97151545651352,-1.55546685803608,-0.292010352074262
"118","2010, 2020","South America","percent_change_in_mmr",-34.6019267484805,-16.8296478092824,-2.96315793058889
"119","2010, 2020","South-Eastern Asia","arr",0.344262675615887,2.18298078870955,3.71864094326747
"120","2010, 2020","South-Eastern Asia","percent_change_in_mmr",3.38404206088875,19.6114215403092,31.0552063180723
"121","2010, 2020","Southern Africa","arr",4.36807057179027,5.53508522078613,7.49305373206631
"122","2010, 2020","Southern Africa","percent_change_in_mmr",35.3903917808839,42.5070883775648,52.7305208547427
"123","2010, 2020","Southern Asia","arr",3.38813332815654,4.8092202056253,6.12856813877912
"124","2010, 2020","Southern Asia","percent_change_in_mmr",28.7384540720172,38.1786874770614,45.81991680828
"125","2010, 2020","Southern Europe","arr",-0.0600769155964342,1.19791378156082,2.3942497340358
"126","2010, 2020","Southern Europe","percent_change_in_mmr",-0.60257746567368,11.2894513001896,21.2919667611589
"127","2010, 2020","Western Africa","arr",-1.56454202491139,1.31217447539274,2.77861862309001
"128","2010, 2020","Western Africa","percent_change_in_mmr",-16.9357263047941,12.2972938503534,24.2598558508611
"129","2010, 2020","Western Asia","arr",-2.38381910222254,-0.24482868360478,1.73306619878023
"130","2010, 2020","Western Asia","percent_change_in_mmr",-26.9193818793027,-2.47850372651202,15.9120254192866
"131","2010, 2020","Western Europe","arr",0.981050100289101,2.39885452361842,3.70779646869682
"132","2010, 2020","Western Europe","percent_change_in_mmr",9.34462984248384,21.3282026617471,30.9803949322139
"133","2000, 2005","Australia/New Zealand","arr",3.80139857347839,5.8208611349863,8.18904087797342
"134","2000, 2005","Australia/New Zealand","percent_change_in_mmr",17.3098690103634,25.251650513828,33.5985998383109
"135","2000, 2005","Caribbean","arr",-2.60331175839416,0.814905455146459,2.70504502886587
"136","2000, 2005","Caribbean","percent_change_in_mmr",-13.9016979671641,3.99263437405378,12.6504451635775
"137","2000, 2005","Central America","arr",0.340797170096499,1.12939986801801,1.93124641421113
"138","2000, 2005","Central America","percent_change_in_mmr",1.6895498964654,5.49051567346087,9.20466884581122
"139","2000, 2005","Central Asia","arr",1.35632770243677,3.37541200068961,5.27453825870558
"140","2000, 2005","Central Asia","percent_change_in_mmr",6.55679664450063,15.5297332918565,23.1816700816982
"141","2000, 2005","Eastern Africa","arr",1.74822183595234,3.29146437978336,4.46616363013394
"142","2000, 2005","Eastern Africa","percent_change_in_mmr",8.36996652727341,15.1744352278509,20.0131693308148
"143","2000, 2005","Eastern Asia","arr",3.57291551487853,4.96091559379391,6.60240411504582
"144","2000, 2005","Eastern Asia","percent_change_in_mmr",16.3597879129559,21.9675780383699,28.1162680134132
"145","2000, 2005","Eastern Europe","arr",7.08344709240221,9.24223281302655,11.4610452800731
"146","2000, 2005","Eastern Europe","percent_change_in_mmr",29.8245980475232,37.0047992141102,43.6198061948972
"147","2000, 2005","Melanesia","arr",-3.4295465441757,-0.0830287296397041,2.43302043731106
"148","2000, 2005","Melanesia","percent_change_in_mmr",-18.7057230106706,-0.416006597150428,11.4542679608675
"149","2000, 2005","Micronesia","arr",-3.74904749740066,-0.762961154576557,2.86196550071453
"150","2000, 2005","Micronesia","percent_change_in_mmr",-20.617280789381,-3.88850372661131,13.3331087125148
"151","2000, 2005","Middle Africa","arr",1.04452903533271,2.9124257203698,4.46604054874368
"152","2000, 2005","Middle Africa","percent_change_in_mmr",5.08860833533143,13.5514965073201,20.0126770420043
"153","2000, 2005","Northern Africa","arr",1.66563976337558,4.39196959743029,6.55304790912103
"154","2000, 2005","Northern Africa","percent_change_in_mmr",7.99083435929967,19.7158909806461,27.9386535278627
"155","2000, 2005","Northern America","arr",-3.30696113742321,-2.42444536259243,-1.54102376464591
"156","2000, 2005","Northern America","percent_change_in_mmr",-17.9803686062334,-12.8875797598124,-8.00973637279319
"157","2000, 2005","Northern Europe","arr",-0.0234979770917504,1.20669002508859,2.28277546011489
"158","2000, 2005","Northern Europe","percent_change_in_mmr",-0.117558934304848,5.85504351449342,10.7865856844859
"159","2000, 2005","Polynesia","arr",-1.37539101225703,1.94593403916958,4.68585341046872
"160","2000, 2005","Polynesia","percent_change_in_mmr",-7.11893281896147,9.27132270517426,20.8869758419518
"161","2000, 2005","South America","arr",0.740777806645729,1.41604375193143,2.01347985072378
"162","2000, 2005","South America","percent_change_in_mmr",3.63613414144284,6.83538349259614,9.57722299278733
"163","2000, 2005","South-Eastern Asia","arr",0.970998603656774,2.58071452833106,3.97693654378465
"164","2000, 2005","South-Eastern Asia","percent_change_in_mmr",4.73902174024024,12.1057436418093,18.0324564275375
"165","2000, 2005","Southern Africa","arr",-4.44335530460327,-3.20974061682636,-2.15470031414366
"166","2000, 2005","Southern Africa","percent_change_in_mmr",-24.8780867509916,-17.4082546406055,-11.3752579343707
"167","2000, 2005","Southern Asia","arr",3.6608181436971,5.15899415734775,6.63407010110946
"168","2000, 2005","Southern Asia","percent_change_in_mmr",16.7265906250476,22.7365911387728,28.2299896037427
"169","2000, 2005","Southern Europe","arr",3.59037205986558,4.80767506353633,6.013201163006
"170","2000, 2005","Southern Europe","percent_change_in_mmr",16.4327595151822,21.3673950884194,25.967060073566
"171","2000, 2005","Western Africa","arr",-0.455114052451279,1.84613506444655,3.41185112509335
"172","2000, 2005","Western Africa","percent_change_in_mmr",-2.30165891902805,8.81745986323113,15.6834953864741
"173","2000, 2005","Western Asia","arr",2.10644192768032,3.62319158166149,5.52802038359993
"174","2000, 2005","Western Asia","percent_change_in_mmr",9.99654207407063,16.5697789084333,24.1491306763091
"175","2000, 2005","Western Europe","arr",0.385273046636047,1.42273941737048,2.40491358226102
"176","2000, 2005","Western Europe","percent_change_in_mmr",1.90792921815776,6.86656821453442,11.3297434146653
"177","2005, 2010","Australia/New Zealand","arr",-4.64199945183976,-2.1355569761739,0.0528024083707742
"178","2005, 2010","Australia/New Zealand","percent_change_in_mmr",-26.1245814422872,-11.2687043402904,0.263662885750439
"179","2005, 2010","Caribbean","arr",-5.96384685460273,-1.61080552496039,1.26793421222373
"180","2005, 2010","Caribbean","percent_change_in_mmr",-34.7420935245069,-8.38725388645901,6.14289406558707
"181","2005, 2010","Central America","arr",1.28255963493911,2.05585713033142,3.27457031836105
"182","2005, 2010","Central America","percent_change_in_mmr",6.21150402838857,9.76861372206265,15.1027525312971
"183","2005, 2010","Central Asia","arr",3.51197877936708,5.37649195928125,7.19855888566907
"184","2005, 2010","Central Asia","percent_change_in_mmr",16.1045611778256,23.5722700215799,30.2273399957945
"185","2005, 2010","Eastern Africa","arr",2.00462585090782,3.51425406307819,4.68196141325283
"186","2005, 2010","Eastern Africa","percent_change_in_mmr",9.53718386355462,16.1141049737188,20.871578886729
"187","2005, 2010","Eastern Asia","arr",4.47986151520165,5.77272019697655,7.85000625220051
"188","2005, 2010","Eastern Asia","percent_change_in_mmr",20.0679330954603,25.0715111905944,32.4633864422216
"189","2005, 2010","Eastern Europe","arr",8.02030525361507,10.1996674311558,12.4262562347319
"190","2005, 2010","Eastern Europe","percent_change_in_mmr",33.0360154097068,39.9494434968485,46.2761318148059
"191","2005, 2010","Melanesia","arr",-1.48839397107777,1.81550858145769,4.3730552166745
"192","2005, 2010","Melanesia","percent_change_in_mmr",-7.72588346295251,8.67772284809247,19.6399288348239
"193","2005, 2010","Micronesia","arr",-3.6356805518117,-0.251547787495738,3.18357168363369
"194","2005, 2010","Micronesia","percent_change_in_mmr",-19.9355138734356,-1.26568179489355,14.7155926045268
"195","2005, 2010","Middle Africa","arr",-0.606423540993316,2.01306960983997,3.58149408116358
"196","2005, 2010","Middle Africa","percent_change_in_mmr",-3.07855640833764,9.57536792030242,16.3956558403733
"197","2005, 2010","Northern Africa","arr",3.37928460490146,5.83889731042424,9.15667110825188
"198","2005, 2010","Northern Africa","percent_change_in_mmr",15.546088625531,25.3190288712939,36.7347226686017
"199","2005, 2010","Northern America","arr",-1.97218676114602,-1.10493364399189,-0.260816625277579
"200","2005, 2010","Northern America","percent_change_in_mmr",-10.3635067253375,-5.68012765878384,-1.31262337934235
"201","2005, 2010","Northern Europe","arr",2.08006002754563,3.13982929804352,4.17043189392176
"202","2005, 2010","Northern Europe","percent_change_in_mmr",9.87774067363871,14.5288646119903,18.8216495538815
"203","2005, 2010","Polynesia","arr",-2.98215523069208,0.265060270027598,2.88079385522186
"204","2005, 2010","Polynesia","percent_change_in_mmr",-16.0798072103849,1.31655786728384,13.4146620408321
"205","2005, 2010","South America","arr",1.47203675867089,2.13843629760551,2.73441446051366
"206","2005, 2010","South America","percent_change_in_mmr",7.09584706894641,10.1404072882846,12.7786218650285
"207","2005, 2010","South-Eastern Asia","arr",1.95149882239114,3.92321218843421,5.4657888049051
"208","2005, 2010","South-Eastern Asia","percent_change_in_mmr",9.29656243097856,17.8119777436908,23.912747020589
"209","2005, 2010","Southern Africa","arr",-2.84480561945821,-1.40742545205179,-0.183156062249953
"210","2005, 2010","Southern Africa","percent_change_in_mmr",-15.2853628595387,-7.29064481087746,-0.919987118950678
"211","2005, 2010","Southern Asia","arr",5.9492558552233,7.43919964045248,8.89094429539182
"212","2005, 2010","Southern Asia","percent_change_in_mmr",25.7299783464306,31.0618170353615,35.8885501992548
"213","2005, 2010","Southern Europe","arr",1.54792554137263,2.76343942597431,3.93036688850691
"214","2005, 2010","Southern Europe","percent_change_in_mmr",7.4476982486739,12.9051099248329,17.841374036433
"215","2005, 2010","Western Africa","arr",-2.51847647557322,0.381869728320854,1.81784282028171
"216","2005, 2010","Western Africa","percent_change_in_mmr",-13.4195766462329,1.89123552762546,8.68838066155054
"217","2005, 2010","Western Asia","arr",1.19801428134268,2.76104203589464,4.62287646046686
"218","2005, 2010","Western Asia","percent_change_in_mmr",5.81419457061724,12.8946692864331,20.6374682933873
"219","2005, 2010","Western Europe","arr",0.278737554408562,1.44803464618143,2.4423149770641
"220","2005, 2010","Western Europe","percent_change_in_mmr",1.38402088360518,6.98428528901945,11.4954080439973
"221","2010, 2015","Australia/New Zealand","arr",-1.12241572979416,1.47320724804247,3.62171494462081
"222","2010, 2015","Australia/New Zealand","percent_change_in_mmr",-5.77254351721279,7.10128407329838,16.5636187730812
"223","2010, 2015","Caribbean","arr",-3.38024879684959,-0.191295998440807,3.48552646634635
"224","2010, 2015","Caribbean","percent_change_in_mmr",-18.4134870354591,-0.961070035736101,15.9935263833912
"225","2010, 2015","Central America","arr",-0.14263570507219,0.627427897080246,1.85434176114404
"226","2010, 2015","Central America","percent_change_in_mmr",-0.715727741194714,3.08844182989093,8.85486755355222
"227","2010, 2015","Central Asia","arr",3.18575871581915,5.20546281950541,7.40250433303731
"228","2010, 2015","Central Asia","percent_change_in_mmr",14.7249213836124,22.9158989488461,30.9352151317534
"229","2010, 2015","Eastern Africa","arr",3.25542703900333,4.67751917887401,6.02469821638516
"230","2010, 2015","Eastern Africa","percent_change_in_mmr",15.0214529131078,20.8540016223546,26.0096058972875
"231","2010, 2015","Eastern Asia","arr",3.01850770262755,4.36878682728704,6.52167507269288
"232","2010, 2015","Eastern Asia","percent_change_in_mmr",14.0088140768902,19.6227766291621,27.825526364152
"233","2010, 2015","Eastern Europe","arr",6.13179955171812,8.41428253533453,10.7353229732656
"234","2010, 2015","Eastern Europe","percent_change_in_mmr",26.4047701261027,34.3422227243866,41.5364172754686
"235","2010, 2015","Melanesia","arr",2.80308492332805,6.06403700781801,9.13170017059892
"236","2010, 2015","Melanesia","percent_change_in_mmr",13.0775848478375,26.1549975093623,36.6556840959213
"237","2010, 2015","Micronesia","arr",-5.56078904893801,-2.19811734586387,0.841930165749498
"238","2010, 2015","Micronesia","percent_change_in_mmr",-32.0538295385571,-11.6172997280726,4.1222753808222
"239","2010, 2015","Middle Africa","arr",-0.857369213379867,2.03778672555319,3.79413225160856
"240","2010, 2015","Middle Africa","percent_change_in_mmr",-4.38005892510859,9.68705101382107,17.2798210974524
"241","2010, 2015","Northern Africa","arr",2.91306615601146,5.563036000944,8.08626688377255
"242","2010, 2015","Northern Africa","percent_change_in_mmr",13.5542604887452,24.2818123270205,33.2565030411852
"243","2010, 2015","Northern America","arr",-5.52336830850858,-3.95105223086694,-2.25221946531625
"244","2010, 2015","Northern America","percent_change_in_mmr",-31.8069828785902,-21.841716609355,-11.9196452102923
"245","2010, 2015","Northern Europe","arr",1.16841857877596,2.23654812464761,3.42628292681489
"246","2010, 2015","Northern Europe","percent_change_in_mmr",5.67471785343349,10.5801422634814,15.7443154055404
"247","2010, 2015","Polynesia","arr",-2.19370767626533,1.14302170581407,3.97863437398402
"248","2010, 2015","Polynesia","percent_change_in_mmr",-11.5926933634808,5.55486334728775,18.0394137559613
"249","2010, 2015","South America","arr",0.384754380367833,1.21598683107109,1.92997667016251
"250","2010, 2015","South America","percent_change_in_mmr",1.90538543122106,5.89879566671656,9.19890431401308
"251","2010, 2015","South-Eastern Asia","arr",0.292450295019575,2.46749276812361,4.21760856079086
"252","2010, 2015","South-Eastern Asia","percent_change_in_mmr",1.45161162894134,11.6067554459245,19.0129100115806
"253","2010, 2015","Southern Africa","arr",6.90586194109783,8.16083685032852,10.1222688903494
"254","2010, 2015","Southern Africa","percent_change_in_mmr",29.1987193409575,33.5048944970597,39.7166020570672
"255","2010, 2015","Southern Asia","arr",3.80310739604167,5.40045765554568,6.98782219402693
"256","2010, 2015","Southern Asia","percent_change_in_mmr",17.3169340156254,23.663797348374,29.4882701874436
"257","2010, 2015","Southern Europe","arr",-0.999606305610212,0.193969053344223,1.44299904814855
"258","2010, 2015","Southern Europe","percent_change_in_mmr",-5.12504027990113,0.965157430454506,6.9608625694292
"259","2010, 2015","Western Africa","arr",-1.91231629411852,1.28309487766864,2.81695420183474
"260","2010, 2015","Western Africa","percent_change_in_mmr",-10.0336250704342,6.21401360605668,13.1378412122374
"261","2010, 2015","Western Asia","arr",-2.70441959266156,-0.35301967786589,2.00639015682215
"262","2010, 2015","Western Asia","percent_change_in_mmr",-14.4789740560213,-1.78076855535856,9.54516362151459
"263","2010, 2015","Western Europe","arr",3.31338487908176,4.58384218660702,5.8327978895628
"264","2010, 2015","Western Europe","percent_change_in_mmr",15.267355260833,20.4824241816785,25.2962498883804
"265","2015, 2020","Australia/New Zealand","arr",6.53402237740585,9.25580062246645,12.5603623476379
"266","2015, 2020","Australia/New Zealand","percent_change_in_mmr",27.8700702577709,37.0475200406253,46.6351616832515
"267","2015, 2020","Caribbean","arr",-3.24493427605187,0.291342274242581,3.48372133029299
"268","2015, 2020","Caribbean","percent_change_in_mmr",-17.6150398842144,1.44615253556684,15.9859438810215
"269","2015, 2020","Central America","arr",-3.73758157341029,-1.26091890994932,0.834768897998866
"270","2015, 2020","Central America","percent_change_in_mmr",-20.5481507920379,-6.50757735486045,4.08793892984266
"271","2015, 2020","Central Asia","arr",-2.28388343144215,0.920990972372768,3.92099657247454
"272","2015, 2020","Central Asia","percent_change_in_mmr",-12.0969764216032,4.50053570829329,17.8028724033529
"273","2015, 2020","Eastern Africa","arr",2.48784880830872,4.02726534213808,5.38728342678541
"274","2015, 2020","Eastern Africa","percent_change_in_mmr",11.6966761899771,18.2384635166877,23.6134972722879
"275","2015, 2020","Eastern Asia","arr",-0.564353703181621,1.77958907220688,3.74958390628387
"276","2015, 2020","Eastern Asia","percent_change_in_mmr",-2.86195843573275,8.51356288768533,17.0953620952969
"277","2015, 2020","Eastern Europe","arr",-8.17919947375163,-3.55206433760029,0.517129451163509
"278","2015, 2020","Eastern Europe","percent_change_in_mmr",-50.5251469813304,-19.4351355533746,2.55250517740026
"279","2015, 2020","Melanesia","arr",-1.73436506072798,1.39739455862652,4.50753992451627
"280","2015, 2020","Melanesia","percent_change_in_mmr",-9.05893678343999,6.74847072491334,20.1784748726639
"281","2015, 2020","Micronesia","arr",1.29478040394171,5.10507216048501,8.01689702767926
"282","2015, 2020","Micronesia","percent_change_in_mmr",6.26879293288309,22.5280001947811,33.0246035617083
"283","2015, 2020","Middle Africa","arr",-1.6680825799919,1.08493521508503,3.21106697974068
"284","2015, 2020","Middle Africa","percent_change_in_mmr",-8.69810005991183,5.28016510865233,14.8327612570328
"285","2015, 2020","Northern Africa","arr",-1.8872277673386,1.10970800394034,3.91478003478329
"286","2015, 2020","Northern Africa","percent_change_in_mmr",-9.89568364321291,5.39741644677397,17.7773193481591
"287","2015, 2020","Northern America","arr",-8.13647452131199,-3.54008651208655,1.10340924945116
"288","2015, 2020","Northern America","percent_change_in_mmr",-50.2039318512888,-19.3636258907184,5.36761775598945
"289","2015, 2020","Northern Europe","arr",-5.14837308854965,-1.6232965437646,1.51443675713514
