"","period","group","parameter","0.1","0.5","0.9"
"82","2010, 2015","South Asia","percent_change_in_mmr",16.6293941741678,23.0648981282301,28.920885404103
"83","2010, 2015","Sub-Saharan Africa","arr",0.58876592394743,2.35229756371773,3.50313990416789
"84","2010, 2015","Sub-Saharan Africa","percent_change_in_mmr",2.900921024021,11.0961624192959,16.0674759612716
"85","2015, 2020","East Asia and Pacific","arr",-2.33946725617934,-0.417616093192937,1.08814452732145
"86","2015, 2020","East Asia and Pacific","percent_change_in_mmr",-12.4089516726704,-2.11003341454605,5.29536339809596
"87","2015, 2020","Europe and Central Asia","arr",-2.92902873453954,-1.14243800484331,0.566048487297606
"88","2015, 2020","Europe and Central Asia","percent_change_in_mmr",-15.771870689128,-5.87848687033711,2.79056624331649
"89","2015, 2020","Latin America and Caribbean","arr",-4.82951083994488,-2.98105009096078,-1.35257558574949
"90","2015, 2020","Latin America and Caribbean","percent_change_in_mmr",-27.3126321519219,-16.0733932297935,-6.99680413147473
"91","2015, 2020","Middle East and North Africa","arr",-1.24391503724437,0.976196122033179,2.73851438635624
"92","2015, 2020","Middle East and North Africa","percent_change_in_mmr",-6.4170637725153,4.76377536495356,12.7964998405991
"93","2015, 2020","North America","arr",-8.13647452131199,-3.54008651208655,1.10340924945116
"94","2015, 2020","North America","percent_change_in_mmr",-50.2039318512888,-19.3636258907184,5.36761775598945
"95","2015, 2020","South Asia","arr",2.51788853756186,4.3541269441926,6.13671154217154
"96","2015, 2020","South Asia","percent_change_in_mmr",11.8292073282038,19.5638389915381,26.4228431007995
"97","2015, 2020","Sub-Saharan Africa","arr",-0.099864513426198,1.88106808463978,3.20643193615532
"98","2015, 2020","Sub-Saharan Africa","percent_change_in_mmr",-0.500571564713489,8.97658493355483,14.8130213373687
"99","2016, 2020","East Asia and Pacific","arr",-3.538823238639,-1.48716373903619,0.0790174396741454
"100","2016, 2020","East Asia and Pacific","percent_change_in_mmr",-15.2061480826266,-6.12914875709906,0.315570776406939
"101","2016, 2020","Europe and Central Asia","arr",-4.5520581381623,-2.53979647116513,-0.633087428661825
"102","2016, 2020","Europe and Central Asia","percent_change_in_mmr",-19.9712956821132,-10.6931595185519,-2.56468607021413
"103","2016, 2020","Latin America and Caribbean","arr",-5.61327503907053,-3.44092187454686,-1.53365566047735
"104","2016, 2020","Latin America and Caribbean","percent_change_in_mmr",-25.1735516847733,-14.7558768694458,-6.32669832955187
"105","2016, 2020","Middle East and North Africa","arr",-2.01945750833268,0.259208614020885,2.1042423684813
"106","2016, 2020","Middle East and North Africa","percent_change_in_mmr",-8.41305201617971,1.03147785662181,8.07247533044506
"107","2016, 2020","North America","arr",-8.25014609219826,-2.89969588924361,2.320228178778
"108","2016, 2020","North America","percent_change_in_mmr",-39.0976267582169,-12.2982215019412,8.86325610038923
"109","2016, 2020","South Asia","arr",2.47850512623022,4.4085970104341,6.3242909021869
"110","2016, 2020","South Asia","percent_change_in_mmr",9.43842711201607,16.1670351257558,22.3510093630305
"111","2016, 2020","Sub-Saharan Africa","arr",-0.0781074987459615,1.95934762406959,3.36104110569479
"112","2016, 2020","Sub-Saharan Africa","percent_change_in_mmr",-0.312918782271497,7.53813575448356,12.5796107723776
