"","period","group","parameter","0.1","0.5","0.9"
"26","2000, 2020","Latin America and the Caribbean","percent_change_in_mmr",-9.66576416944032,2.77237789414242,12.0840138894814
"27","2000, 2020","Northern Africa and Western Asia","arr",1.90845553753795,3.15665157090689,4.31124069772318
"28","2000, 2020","Northern Africa and Western Asia","percent_change_in_mmr",31.7294095820323,46.8116242226735,57.778817648243
"29","2000, 2020","Oceania (excluding Australia and New Zealand)","arr",0.12445230748475,2.14821518962222,3.77413874724839
"30","2000, 2020","Oceania (excluding Australia and New Zealand)","percent_change_in_mmr",2.4583248113752,34.9258656002928,52.9908416202364
"31","2000, 2020","Sub-Saharan Africa","arr",0.900791968332176,2.00796330259257,2.68161482572375
"32","2000, 2020","Sub-Saharan Africa","percent_change_in_mmr",16.4862078649492,33.0746696526992,41.5105017391798
"33","2010, 2020","Australia/New Zealand","arr",3.72849080885516,5.33650349519298,7.0882315372628
"34","2010, 2020","Australia/New Zealand","percent_change_in_mmr",31.123082550915,41.3539727357473,50.7776870393604
"35","2010, 2020","Central and Southern Asia","arr",3.4743328101295,4.88567504204298,6.19570112981303
"36","2010, 2020","Central and Southern Asia","percent_change_in_mmr",29.3500847184427,38.6495392196112,46.18242559653
"37","2010, 2020","Eastern and South-Eastern Asia","arr",-0.399980012425808,1.15974085469616,2.4348073829019
"38","2010, 2020","Eastern and South-Eastern Asia","percent_change_in_mmr",-4.0808695101215,10.9501700149294,21.6105424419735
"39","2010, 2020","Europe and Northern America","arr",-2.5717281692401,-1.03492478841531,0.558326743351835
"40","2010, 2020","Europe and Northern America","percent_change_in_mmr",-29.3268606710438,-10.9037453863096,5.43026373768752
"41","2010, 2020","Latin America and the Caribbean","arr",-2.15496499753995,-1.06180010866782,-0.0695549119665263
"42","2010, 2020","Latin America and the Caribbean","percent_change_in_mmr",-24.0477641249856,-11.2022041141209,-0.697973687225143
"43","2010, 2020","Northern Africa and Western Asia","arr",0.101020801830646,1.9575220901453,3.52316916023431
"44","2010, 2020","Northern Africa and Western Asia","percent_change_in_mmr",1.00512232522998,17.7784049142085,29.6942722545155
"45","2010, 2020","Oceania (excluding Australia and New Zealand)","arr",0.975175452179234,3.59272626204429,6.08998619612498
"46","2010, 2020","Oceania (excluding Australia and New Zealand)","percent_change_in_mmr",9.29134293823949,30.1816015365815,45.6104757469921
"47","2010, 2020","Sub-Saharan Africa","arr",0.402938663672013,2.11281593518494,3.10109787580017
"48","2010, 2020","Sub-Saharan Africa","percent_change_in_mmr",3.94928618862015,19.0453927730751,26.6633561280684
"49","2000, 2005","Australia/New Zealand","arr",3.80139857347839,5.8208611349863,8.18904087797342
"50","2000, 2005","Australia/New Zealand","percent_change_in_mmr",17.3098690103634,25.251650513828,33.5985998383109
"51","2000, 2005","Central and Southern Asia","arr",3.69240076128877,5.18632550541491,6.65815725287242
"52","2000, 2005","Central and Southern Asia","percent_change_in_mmr",16.8579867924031,22.8421046509227,28.3163759428434
"53","2000, 2005","Eastern and South-Eastern Asia","arr",1.58221664350416,2.86508807097776,3.99216293864981
"54","2000, 2005","Eastern and South-Eastern Asia","percent_change_in_mmr",7.60624831587797,13.3466408302494,18.0948361152256
"55","2000, 2005","Europe and Northern America","arr",2.72070545484813,3.80647298541683,4.91632695477624
"56","2000, 2005","Europe and Northern America","percent_change_in_mmr",12.7188154282394,17.3308466255001,21.7934160051969
"57","2000, 2005","Latin America and the Caribbean","arr",0.621628960159289,1.25467484903712,1.80531777122894
"58","2000, 2005","Latin America and the Caribbean","percent_change_in_mmr",3.06033851568027,6.08064922149805,8.63117861226977
"59","2000, 2005","Northern Africa and Western Asia","arr",1.99978953028189,3.95273193223642,5.66679199735279
"60","2000, 2005","Northern Africa and Western Asia","percent_change_in_mmr",9.51530533703379,17.9331967487756,24.6736063914424
"61","2000, 2005","Oceania (excluding Australia and New Zealand)","arr",-3.45035461767081,-0.215482470058254,2.25576392318207
"62","2000, 2005","Oceania (excluding Australia and New Zealand)","percent_change_in_mmr",-18.8292898042562,-1.08323734133224,10.6660144090989
"63","2000, 2005","Sub-Saharan Africa","arr",1.25699756656773,2.37671932159007,3.34227543192071
"64","2000, 2005","Sub-Saharan Africa","percent_change_in_mmr",6.09155586127071,11.2046556656654,15.3896656171072
"65","2005, 2010","Australia/New Zealand","arr",-4.64199945183976,-2.1355569761739,0.0528024083707742
"66","2005, 2010","Australia/New Zealand","percent_change_in_mmr",-26.1245814422872,-11.2687043402904,0.263662885750439
"67","2005, 2010","Central and Southern Asia","arr",6.06758567549271,7.55043472460476,8.9914448921009
"68","2005, 2010","Central and Southern Asia","percent_change_in_mmr",26.1680989147919,31.4441699652508,36.2099041134852
"69","2005, 2010","Eastern and South-Eastern Asia","arr",3.22960611706732,4.76641350410088,6.06900847487446
"70","2005, 2010","Eastern and South-Eastern Asia","percent_change_in_mmr",14.9116710845166,21.2050024516981,26.1733511110612
"71","2005, 2010","Europe and Northern America","arr",2.89184814931558,3.79017923718781,4.76214275403907
"72","2005, 2010","Europe and Northern America","percent_change_in_mmr",13.4625058397028,17.2634697510371,21.188174945453
"73","2005, 2010","Latin America and the Caribbean","arr",0.510857264595012,1.46753511258648,2.1768758962396
"74","2005, 2010","Latin America and the Caribbean","percent_change_in_mmr",2.52194038715156,7.07493363169455,10.3129497585762
"75","2005, 2010","Northern Africa and Western Asia","arr",2.89267950175259,4.73557615716885,7.23295400616739
"76","2005, 2010","Northern Africa and Western Asia","percent_change_in_mmr",13.4661029217972,21.0834170789519,30.347228796334
"77","2005, 2010","Oceania (excluding Australia and New Zealand)","arr",-1.52083306523857,1.71304626962982,4.22780160758297
"78","2005, 2010","Oceania (excluding Australia and New Zealand)","percent_change_in_mmr",-7.900752991399,8.2086678166495,19.0541743245129
"79","2005, 2010","Sub-Saharan Africa","arr",0.0850343678011098,1.49250517987646,2.51989764002367
"80","2005, 2010","Sub-Saharan Africa","percent_change_in_mmr",0.424269227308828,7.19087846218013,11.8380641076901
"81","2010, 2015","Australia/New Zealand","arr",-1.12241572979416,1.47320724804247,3.62171494462081
"82","2010, 2015","Australia/New Zealand","percent_change_in_mmr",-5.77254351721279,7.10128407329838,16.5636187730812
"83","2010, 2015","Central and Southern Asia","arr",3.91046682257277,5.50010478036378,7.06230193265746
"84","2010, 2015","Central and Southern Asia","percent_change_in_mmr",17.7595851201277,24.043185613049,29.7503664510934
"85","2010, 2015","Eastern and South-Eastern Asia","arr",1.03332923662846,2.80331331863565,4.26615465924787
"86","2010, 2015","Eastern and South-Eastern Asia","percent_change_in_mmr",5.03544426517232,13.078576978497,19.2092520787651
"87","2010, 2015","Europe and Northern America","arr",-0.0627836536943834,1.04587711431939,2.14644982322078
"88","2010, 2015","Europe and Northern America","percent_change_in_mmr",-0.314411546435542,5.09500566206479,10.1764046372193
"89","2010, 2015","Latin America and the Caribbean","arr",0.0756308721192488,0.867756091995889,1.69379389081492
"90","2010, 2015","Latin America and the Caribbean","percent_change_in_mmr",0.377440251316873,4.24600203234735,8.12026519821992
"91","2010, 2015","Northern Africa and Western Asia","arr",1.40032701052306,3.32167160425452,5.14891338483211
"92","2010, 2015","Northern Africa and Western Asia","percent_change_in_mmr",6.76214250646906,15.302455913739,22.6976375493329
"93","2010, 2015","Oceania (excluding Australia and New Zealand)","arr",2.64749773081327,5.85794758483263,8.83103724664265
"94","2010, 2015","Oceania (excluding Australia and New Zealand)","percent_change_in_mmr",12.398747175875,25.3901297973009,35.6962259669576
"95","2010, 2015","Sub-Saharan Africa","arr",0.494212872898994,2.28738327855168,3.46871896566987
"96","2010, 2015","Sub-Saharan Africa","percent_change_in_mmr",2.4407834089326,10.8071372764349,15.9228997724981
"97","2015, 2020","Australia/New Zealand","arr",6.53402237740585,9.25580062246645,12.5603623476379
"98","2015, 2020","Australia/New Zealand","percent_change_in_mmr",27.8700702577709,37.0475200406253,46.6351616832515
"99","2015, 2020","Central and Southern Asia","arr",2.43569958492354,4.24907666046076,6.0099500776433
"100","2015, 2020","Central and Southern Asia","percent_change_in_mmr",11.4661283613594,19.1402351553629,25.9550246263008
"101","2015, 2020","Eastern and South-Eastern Asia","arr",-2.41012547252268,-0.436514360333336,1.11177458947617
"102","2015, 2020","Eastern and South-Eastern Asia","percent_change_in_mmr",-12.8067818955942,-2.20656415385295,5.40719117415409
"103","2015, 2020","Europe and Northern America","arr",-5.89722137873781,-3.07411330971365,-0.258743901391746
"104","2015, 2020","Europe and Northern America","percent_change_in_mmr",-34.2939769702717,-16.6147601706796,-1.30212427281882
"105","2015, 2020","Latin America and the Caribbean","arr",-4.83892920911076,-2.99637114510033,-1.36604630513583
"106","2015, 2020","Latin America and the Caribbean","percent_change_in_mmr",-27.3725998846105,-16.1623455518584,-7.06889459106774
"107","2015, 2020","Northern Africa and Western Asia","arr",-1.69957768875,0.579392628655941,2.46263339205839
"108","2015, 2020","Northern Africa and Western Asia","percent_change_in_mmr",-8.86940795560821,2.85540345119009,11.5852749074095
"109","2015, 2020","Oceania (excluding Australia and New Zealand)","arr",-1.7147909678482,1.33554426477091,4.38136731116435
"110","2015, 2020","Oceania (excluding Australia and New Zealand)","percent_change_in_mmr",-8.95225429223025,6.45964246629866,19.6733186607053
"111","2015, 2020","Sub-Saharan Africa","arr",-0.134185589843268,1.88419960028713,3.22765680653145
"112","2015, 2020","Sub-Saharan Africa","percent_change_in_mmr",-0.673183732268128,8.99083576060589,14.9033774718307
"113","2016, 2020","Australia/New Zealand","arr",7.62631431327546,10.5989670190398,14.4576290170031
"114","2016, 2020","Australia/New Zealand","percent_change_in_mmr",26.2915349282725,34.554907723587,43.9151889825949
"115","2016, 2020","Central and Southern Asia","arr",2.3680771517797,4.27904165655386,6.15553293107825
"116","2016, 2020","Central and Southern Asia","percent_change_in_mmr",9.0375212628448,15.7314670934889,21.8250808797196
"117","2016, 2020","Eastern and South-Eastern Asia","arr",-3.63106276230037,-1.52882090749874,0.0916009209601343
"118","2016, 2020","Eastern and South-Eastern Asia","percent_change_in_mmr",-15.6319957105481,-6.30613763676166,0.36573323906936
"119","2016, 2020","Europe and Northern America","arr",-7.18066361323203,-3.80762090151886,-0.595729543112533
"120","2016, 2020","Europe and Northern America","percent_change_in_mmr",-33.2726102411448,-16.4515169516157,-2.41153717591864
"121","2016, 2020","Latin America and the Caribbean","arr",-5.62741082629055,-3.45284621648812,-1.55593041705418
"122","2016, 2020","Latin America and the Caribbean","percent_change_in_mmr",-25.2443496091231,-14.8106254768954,-6.42147643188416
"123","2016, 2020","Northern Africa and Western Asia","arr",-1.66587030691314,0.615537349037964,2.57148702270096
"124","2016, 2020","Northern Africa and Western Asia","percent_change_in_mmr",-6.89050559290833,2.43208572328503,9.7746246248462
"125","2016, 2020","Oceania (excluding Australia and New Zealand)","arr",-1.30775110573385,1.82158122188449,4.98554471958378
"126","2016, 2020","Oceania (excluding Australia and New Zealand)","percent_change_in_mmr",-5.3702407686468,7.02720373096988,18.0795710663719
"127","2016, 2020","Sub-Saharan Africa","arr",-0.130479459980706,1.94787634352419,3.360534525817
"128","2016, 2020","Sub-Saharan Africa","percent_change_in_mmr",-0.523282253510126,7.49569978357422,12.5778393261998
